Disease ,Gender,Below Ten,Sym1,Sym2,Sym3,Sym4,Sym5,Sym6,Sym7,Sym8,Sym9,Sym10,Sym11,Sym12,Sym13,Sym14,Sym15
ChondrosarComa - Larynx and Trachea ,Both,common,Voice change,breathing,Coughing,Exercise intolerance,Severe Respiratory distress,Cyanosis,Collapse,Dysphagia,,,,,,,
Breeding - Timing,Male,Below Five,color during estrus,vulvar edema of proestrus decreases,receptive to male during estrus,ulva less turgid,Vaginal discharge-less color and amount,Flagging,Fully cornified and crenulated,pale vaginal epithelium,,,,,,,
Hypopituitarism,Both,Below Ten,Hair loss on sides,No permanent teeth,Small penis and testicles,Irregular or no heat cycles,Lethargy,Mental deterioration,Weight loss,Death,Thin and hypotonic skin,,,,,,
Carbon Monoxide Toxicosis ,Both,common,Difficulty breathing,Exercise intolerance,Nausea,Drowsiness,Weakness,Red lips and ears and gums,Incoordination,Vomiting,Collapse,,,,,,
Canine Coronavirus Infections ,Both,common,Vary greatly,occasionally fatal enteritis,Rarely virulent isolates,most infections inapparent,Vomiting,,,,,,,,,,
Ventricular Tachycardia ,Both,common,Syncope,Weakness,Exercise intolerance,Sudden death,May be Asymptomatic,arrhythmia is paroxysmal,Tachycardia,Femoral pulses,arrhythmia,,,,,,
Hypoxemia,Both,Below Five,Shortness of breath,Gagging or gasping,Difficult and rapid breathing,Coughing,Blue or purple tint to the skin,Fast heart rate,Pain when breathing,Frothy discharge from nose and mouth,Weakness,Refusing to exercise or walk,Weight loss,Fainting,Collapse,Seizure,Death
Hiatal Hernia,Male,common,Regurgitation,Coughing,Nasal discharge,Hypersalivation,Weight loss,Shortness of breath,Lack of appetite,,,,,,,,
Anemia of Chronic Kidney Disease,Both,common,Weight loss,Poor appetite,Lethargy,Lack of stamina,Weakness,Rapid heart rate,Rapid breathing,Paleness of mucus membranes,Blood in the stool,Excessive drinking and urination,,,,,
Digoxin Toxicity,Both,common,Depression,Lack of appetite,Vomiting,Diarrhea,Lethargy,,,,,,,,,,
Lyme Borreliosis ,Both,Below Five,Lameness,one or more joints may be Swollen and Warmn,a pain response is elicited by palpation,responds well to antibiotic treatment,walk stiffly,Chronic,may persist despite antimicrobial therapy,Fever,Anorexia,Depression,infecting tick bite may be Swollen,,,,
Cervical Spondylomyelopathy,Both,Below Five,Chronic,illness,Neck Pain,acute worsening,Neck Pain,slowly progressive gait,,,,,,,,,
Fears and Anxiety,Both,common,Pacing,Posturing with flattened ears,Cowering and hiding,Hair raised on the back of the neck,Drooling,Trembling,Panting,Whining or whimpering,Yawning,Dilated pupils,Excessive grooming,Chronic,Chewing on objects,Incontinence of bowels or urine,Growling
Coccidioidomycosis ,Both,common,Weight loss,Lameness,Seizures,paraparesis,back and Neck Pain,Visual changes,Coughing,Fever,Anorexia,,,,,,
Hyperlipidemia,Both,common,Vomiting,Diarrhea,Abdominal discomfort or pain,Lesions,Pancreatitis,Creamy appearance of blood vessels,Yellowish plaques near the eyelids,Yellow or creamy fat deposits in the cornea,Nerve paralysis,Behavioral changes,Anemia,Seizures,,,
HemangiosarComa-Skin,Both,common,Collapse,Depression,Difficulty breathing,Lack of appetite,Lethargy,Lumps on or directly under the skin,Pale mucous membranes,Shock,Ulcerated sores on skin,Visible Bleeding,Vomiting,Weakness,,,
Blue-Green Algae Toxicosis ,Both,common,Diarrhea,Weakness,shock,Depression,Coma,Drooling,Neurologic signs,Disorientation/Confusion,Seizures,Breathing difficulties,,,,,
Glycogen Storage Disease,Both,Below Fifteen,Collapse,Enlarged liver,Lethargy,Weakness,Lack of appetite,Chronic,,,,,,,,,
Adenocarcinoma - Nasal,Both,Below Five,Sneezing,Anorexia,Seizures,Nasal discharge,Facial deformity,Pain in the nose,Obstructive masses in the animal's nose,,,,,,,,
Pneumonia-Fungal,Both,Below Five,Weight loss,OculoNasal discharge,Coughing,Tachypnea,Blepharospasm,Papules and cutaneous nodules,Lameness,Seizures,ataxia,behavior change if CNS affected,Emaciation,Harsh,loud breath sounds,Coughing on tracheal palpation,Dyspnea
Syringomyelia and Chiari-Like Malformation,Both,common,Neck Pain,Headache,Blurry vision,Crying out while moving,Air scratching,Hearing loss,Head tilting,Walking in circles,Dizziness or fainting,Rapid involuntary movement,Eyes looking in two different directions,Instability or stumbling,Weakness,Absent reflexes,trembling
Epiphora,Both,common,Skin infection,Dampness or wetness beneath the eyes,Reddish-brown staining,Odor,Skin irritation,,,,,,,,,,
Idioventricular Rhythm,Both,common,Some animals Asymptomatic,Weakness,Lethargy,Exercise intolerance,Syncope,Heart failure,,,,,,,,,
Hemoglobinuria and Myoglobinuria,Both,Below Five,Blood in urine,Bruises and pain,Lack of energy,Loss of Appetite,Weight loss,Yellowing of the skin and eyes,Lethargy,,,,,,,,
Uveodermatologic Syndrome ,Both,Below Five,precede dermatologic,Sudden onset Uveitis,Secondary changes include glauComa,Cataracts,Blindness,nose and lips and eyelids,Depigmented nasal planum,striking leukotrichia,Neurologic symptoms,,,,,,
Pneumonia-Eosinophilic,Both,Below Ten,Coughing unresponsive to antibacterial therapy,Labored breathing,Exercise intolerance,Anorexia,Lethargy,Weight loss,Nasal discharge,Fever,Harsh,moist Coughing,Tachypnea,Abnormal breath sounds,crackles,wheezes,difficult to breath
Thymoma,Both,common,Difficulty swallowing,Exercise intolerance,"Swelling of the face, neck or front limbs",Vomiting,Weakness,Increased thirst,Increased urination,Weight loss,,,,,,,
Leishmaniasis,Both,common,Exercise intolerance,Weight loss,Anorexia,Diarrhea,Vomiting,epistaxis,Melena,Lesions,emaciation,neuralgia,Polyarthritis,polymyositisn,Lesions,fever,Fever
Dermatoses-Papulonodular,Both,Below Five,Hair loss,Reddened skin,Lesions,Small solid masses of the skin,Lesions,Itchiness,Skin lesions,,,,,,,,
Hiatal Hernia,Male,common,Nasal discharge,Hypersalivation,Regurgitation,Coughing,Weight loss,Shortness of breath,Lack of appetite,,,,,,,,
Ventricular Premature Complexes ,Both,common,Weakness,Exercise intolerance,Syncope,Often Asymptomatic,Irregular rhythm associated with pulse deficits,may auscult splitting of the first or second heart sound,murmur depending,,,,,,,,
Urolithiasis - Xanthine ,Both,common,number of uroliths,Pollakiuria,Dysuria,voiding of small,Complete outflow obstruction may result in azotemia,May be Asymptomatic,hydronephrosis and renal insufficiency,,,,,,,,
Urolithiasis - Cystine ,Female,common,number of uroliths,May be Asymptomatic,Pollakiuria,Dysuria and Hematuria,Pollakiuria,voiding of small smooth uroliths,Complete outflow obstruction,Nephroliths typically Asymptomatic,hydronephrosis and renal insufficiency,,,,,,
Mucopolysaccharidoses ,Both,common,Severe bone disease,hip subluxation,Corneal clouding,illness,Large tongue,Thickening of the heart valves,Excess urinary excretion of GAG,Metachromatic granules in blood leukocytes,locomotor difficulty is progressive,head or neck usually painful,,,,,
Nephrolithiasis ,Both,Below Fifteen,None or Hematuria,Vomiting,Dysuria,renal failure,lower urinary tract,Vomiting,,,,,,,,,
Mesothelioma ,Male,common,Pleural effusion,dyspnea,tachypnea,Exercise intolerance,Coughing,Gagging,Cyanosis,Pericardial effusion,Lethargy,Anorexia,Weakness,Collapse,Respiratory distress,Weakness,Stomach pain
Vaginal Malformations and Acquired Lesions ,Female,Below Ten,Vulvar discharge,Excessive licking of vulva,Frequent or inappropriate urination,Stranguria or dyschezia,Urinary,incontinence,Attractive to males,Refuses mating,Mass at vulvar labia,Evidence of vaginal discharge,Recessed or hypoplastic vulva occasionally,,,,
Rectal Stricture,Both,common,painful sitting,Struggling with bowel movements,Hematochezia Abnormally small or ribbon like feces,Dyschezia,Constipation,Diarrhea,Behavioral distress,,,,,,,,
Squamous Cell Carcinoma-Gingiva,Both,Below Five,Bleeding from the mouth,Blood in saliva,Difficulty chewing and eating,Difficulty swallowing,Lymph node,Drooling,Facial swelling,Growth or growths in mouth,Loose teeth,Nagging Coughing,Persistent Halitosis,Unexplained weight loss,,,
Elbow Dysplasia,Male,Below Ten,Limping,Stiffness,Less enthusiasm to go for walks or play,elbows held at a strange angle,Swollen and puffy elbows,Pain,,,,,,,,,
Atrial Wall Tear,Both,common,Weakness,Collapse,Coughing,Difficult breathing,Increased heart rate,Weakened pulse,Heart murmurs,arrhythmia or common,,,,,,,
Tetralogy of Fallot,Both,common,Weakness,Dyspnea or shortness of breath,Exercise intolerance,Slower rate of growth than littermates,Fainting,Seizures,Cyanosis,,,,,,,,
Muscle Tear,Both,common,Lameness,Localized swelling,heat and pain,Animals may experience re-injury,Progressive,Painless,scar tissue that impedes normal function,Lameness,Pain in legs,Pain in lower back,Muscle fatigue,Tendency to avoid weight bearing,,,
Hyperchloremia,Both,Below Ten,Gastrointestinal irritation,Lack of appetite,Weight loss,Lethargy,Persistent Hyperventilation,Excessive thirst,Coma,Seizures,,,,,,,
Ceruminous Gland Adenocarcinoma - Ear ,Both,common,Chronic,recurrent otitis externa,discharge,Odor,Pruritus,inflammation,pale pink,friable,ulcerative,Bleeding nodular mass,large masses filling the canal,node enlargement,Neurologic,discomfort,Mouth pain
Infertility-male,Male,common,Fever,Uneasiness or discomfort,Bloody,Painful ejaculation,Swelling,Depression,Pain in lumbar region,Retrograde ejaculation,Changes in libido,Failure to ejaculate,Refusal to breed,,,,
Lily Toxicosis,Both,common,Vomiting,Depression,Vomiting,both persist throughout the syndrome,Polyuria and Dehydration,leads to anuric renal failure,Weakness,Recumbency by 2 to 4 days,,,,,,,
Salmonellosis,Female,common,Nausea,Abdominal pain,Fever,Diarrhea,Vomiting,Lethargy,Dehydration,Loss of Appetite,Depression,Decreased activity,,,,,
Dermatoses-Vesiculopustular,Both,Below Five,Areas of blistering skin,resembling pimples,Severe sores and Ulceration,Scabs,Flaking skin,Scaling,Loss of pigment in the nose,Patches of reddened skin,Hair loss,Blistering,Blistering in the junction around the mouth,,,,
Ectropion,Both,common,Protrusion of the bottom eyelid,exposing tissue below the eyeball,below the eyes stained a brownish color by tear,Redness and other signs of irritation,Pink eye,Pawing at the eye,Discomfort,,,,,,,,
Esophagitis,Both,common,Pain in the neck or throat,Coughing,Difficulty swallowing,Increasing attempts to swallow,Signs of pain while swallowing food,Drooling,Vomiting,Loss of Appetite,Weight loss,Abnormal posture or movements,Refusing to lie down,Fever,,,
Urolithiasis - Cystine ,Female,common,number of uroliths,May be Asymptomatic,Pollakiuria,Dysuria and Hematuria,Pollakiuria,voiding of small smooth uroliths,Complete outflow obstruction,Nephroliths typically Asymptomatic,hydronephrosis and renal insufficiency,,,,,,
Encephalitis Secondary to Parasitic Migration,Both,common,Depression,Staggering,Walking around in circles,Head tilting,Head pressing,Loss of muscle movement in the face,Dizziness,Weakness,,,,,,,
Hypernatremia,Both,common,Extreme thirst,Excessive urination,Weakness,Sleepiness,Confused and disoriented,Depression,Walking in circles,Head pressing,Twitching or trembling muscles,Vomiting,Diarrhea,Swollen belly,Seizures,Coma,
Squamous Cell Carcinoma-Nasal and Paranasal Sinuses,Male,Below Ten,Runny nose that goes on for a long time,Bloody,Excessive tear,Sneezing,Bad breath,Loss of Appetite,Seizures,Bulging eyes,Nose seems deformed,,,,,,
Housesoiling,Male,common,Urinary tract disorders,Bladder disorders,Stomach disorders,Confusion,Anxiety,Licking the genital areas,Overexcitement,Acting fearful,,,,,,,
Lizard Venom Toxicosis ,Both,Below Fifteen,Sudden onset of pain,Bite usually on the face,lizard may still be attached,Bleeding from bite site,Hypotension,Extremely painful bite site,Localized swelling,edema slower to develop than rattlesnake bite,Excessive salivation,Excessive lacrimation,Frequent urination and defecation,,,,
Head Tilt,Both,common,Eyeball moving around,Loss of Appetite,Circling or Leaning,Not being able to focus,Lack of coordination,Nausea,Vomiting,,,,,,,,
Snake Venom Toxicosis?Coral Snakes,Both,Below Ten,Excess salivation,Rapid breathing,Loss of control of bodily movements,Alteration of mental state,Difficulty swallowing,Changes in spinal reflexes Muscle twitches,Weakness,Shallow breathing,Loss of sensation in all limbs,Loss of vocal ability,,,,,
Leptospirosis,Male,common,Vary with age,immune status,virulence of infecting serovar,Primary reservoir host,may spread particular serovar via urine,may have no clinical signs or less severe disease,Incidental host,Peracute to Subacute Disease,Fever,Sore muscles,Stiffness,Shivering,Weakness,Anorexia,Depression
Antidepressant Toxicosis - SSRIs and SNRIs,Both,Below Ten,Agitation,Ataxia,Mydriasis,Tremors,Vomiting,Disorientation,Hyperthermia,Vocalization,Depression,Tachycardia,Hypotension,Diarrhea,Blindness,Seizures,Hypersalivation
Cirrhosis and Fibrosis of the Liver ,Both,common,Lethargy,Poor body condition,coat,Variable Jaundice,Ascites,Lethargy,Anorexia,reduced body condition,Vomiting,Diarrhea,Melena,develop APSS,,PU/PD,Ascites
Shock-Septic,Both,Below Five,Shaking,Fever,Weakness,Confusion,Rapid heart rate,Bounding pulses,Rapid rise in temperature,Panting,Decrease in urinary output,Glucose deficiency in bloodstream,Red mucous membranes,Pale mucous membranes,Inconsistencies in pulse,Cool extremities,A daze-like condition
Eosinophilic Granuloma Complex,Male,Below Ten,Rapid onset,Nasal and muzzle swelling,Pain,Exudation,Large and Swollen erythematous lesions,Bumps and nodules on the body,,,,,,,,,
Aortic Thromboembolism ,Both,common,Absent or diminished femoral pulse,Anxiety,Coughing,Difficulty rising,Exercise intolerance,Coughing,Hypothyroidism,Weakness,Lowered body temperature,Respiratory distress,Sudden paralysis and pain,Toe wounds,Unusual Vocalizations,Weakness,
Chorioretinitis ,Male,common,Not usually painful,Vitreous abnormalities,Hemorrhage,blood vessels,Lesions,Inactive (scars) discrete margin,shyperreflective in the tapetum,sometimes with hyperpigmented central areas,,,,,,,
Phosphofructokinase Deficiency,Both,Below Five,rust-colored urine,illness,Weakness,hemoglobinuria less,Mild Lethargy,Lethargy,Weakness,Pale or icteric mucous membranes,mild hepatoSplenomegaly,fever,Intravascular hemolysis,muscle cramping,muscle cramping,Heterozygous,
Hip Dysplasia,Both,common,Difficulty climbing stairs,Abnormal gait,Limping on one or both hind limbs,Stiffness,Exercise intolerance,Pain,Difficulty rising,,,,,,,,
Hypertension-Pulmonary,Female,common,Exercise intolerance,Difficulty breathing,Rapid breathing,Coughing,Spitting up blood from the lungs,Fainting,Weight loss,Heart murmur,Distended jugular veins in the neck,Fluid buildup under the skin,Sudden death,,,,
Urolithiasis - Xanthine ,Both,Below Ten,number of uroliths,Pollakiuria,Dysuria,voiding of small,Complete outflow obstruction may result in azotemia,May be Asymptomatic,hydronephrosis and renal insufficiency,,,,,,,,
Ovarian Remnant Syndrome,Male,common,Vocalization,Lordosis,Restlessness,Head rubbing,Rolling,Tail deviation and treading the hind limbs,Attraction of male dogs,Swelling of the vulva,Mucoid to sanguineous vaginal discharge,Passive interaction with male dogs,Flagging,May allow copulation,,,
Carcinoid and Carcinoid Syndrome ,Both,common,Weight loss,Signs of hepatic failure,Anorexia,Vomiting,Dyschezia,Melena,Collapse,carcinoid syndrome that occurs,Ascites,,,,,,
Rhinosporidiosis,Male,Below Ten,Sneezing,Bleeding,Wheezing,Labored breathing,an infection of the nostrils with a cauliflower-like growth,a polyp or other growth located near or on the nostril,,,,,,,,,
Hepatitis-Chronic,Both,Below Five,Lethargy,Weight loss,Vomiting,Lack of appetite,Jaundice,,,,,,,,,,
"Epilepsy, Genetic",Male,Below Ten,collapsing,jerking,stiffening,Muscle twitching,loss of consciousness,Drooling,chomping,tongue chewing or foaming at the mouth,,,,,,,
Anemia - Immune-Mediated,Female,Below Five,Weakness,Anorexia,Vomiting,Dark red urine,Exercise intolerance,tachypnea,,,,,,,,,
Hiatal Hernia,Male,common,Regurgitation,Coughing,Nasal discharge,Hypersalivation,Weight loss,Shortness of breath,Lack of appetite,,,,,,,,
Spinal Dysraphism,Both,Below Five,Abnormal spinal reflexes,Symmetrical,Wide legged stance,Overextended pelvic limbs,Depressed proprioception,Scoliosis,Abnormal hair streams,Depression,,,,,,,
Von Willebrand Disease ,Both,common,Hemorrhage from mucosal surfaces,epistaxis,gastrointestinal Hemorrhage,Hematuria,vaginal Hemorrhage,gingival Hemorrhage,Prolonged Bleeding after surgery or Trauma,Blood loss anemia if prolonged Hemorrhage,,,,,,,
Pulmonary Edema- Noncardiogenic,Both,common,Predisposing causes airway obstruction,electric cord bite,Seizures,head Trauma,near drowning,smoke exposure,adverse drug effects,Acute onset of dyspnea,Mild to severe dyspnea,Increased respiratory rate and effort,open-mouthed breathing,Postural adaptations to Respiratory distress,Unwillingness to lie down,cyanotic mucous membranes,noise breathing
